('2-faced', 'pos'),
('incapable', 'pos'),
('incapably', 'pos'),
('incautious', 'pos'),
('incendiary', 'pos'),
('incense', 'pos'),
('incessant', 'pos'),
('incessantly', 'pos'),
('incite', 'pos'),
('incitement', 'pos'),
('incivility', 'pos'),
('inclement', 'pos'),
('incognizant', 'pos'),
('incoherence', 'pos'),
('incoherent', 'pos'),
('incoherently', 'pos'),
('incommensurate', 'pos'),
('incomparable', 'pos'),
('incomparably', 'pos'),
('incompatability', 'pos'),
('incompatibility', 'pos'),
('incompatible', 'pos'),
('incompetence', 'pos'),
('incompetent', 'pos'),
('incompetently', 'pos'),
('incomplete', 'pos'),
('incompliant', 'pos'),
('incomprehensible', 'pos'),
('incomprehension', 'pos'),
('inconceivable', 'pos'),
('inconceivably', 'pos'),
('incongruous', 'pos'),
('incongruously', 'pos'),
('inconsequent', 'pos'),
('inconsequential', 'pos'),
('inconsequentially', 'pos'),
('inconsequently', 'pos'),
('inconsiderate', 'pos'),
('inconsiderately', 'pos'),
('inconsistence', 'pos'),
('inconsistencies', 'pos'),
('inconsistency', 'pos'),
('inconsistent', 'pos'),
('inconsolable', 'pos'),
('inconsolably', 'pos'),
('inconstant', 'pos'),
('inconvenience', 'pos'),
('inconveniently', 'pos'),
('incorrect', 'pos'),
('incorrectly', 'pos'),
('incorrigible', 'pos'),
('incorrigibly', 'pos'),
('incredulous', 'pos'),
('incredulously', 'pos'),
('inculcate', 'pos'),
('indecency', 'pos'),
('indecent', 'pos'),
('indecently', 'pos'),
('indecision', 'pos'),
('indecisive', 'pos'),
('indecisively', 'pos'),
('indecorum', 'pos'),
('indefensible', 'pos'),
('indelicate', 'pos'),
('indeterminable', 'pos'),
('indeterminably', 'pos'),
('indeterminate', 'pos'),
('indifference', 'pos'),
('indifferent', 'pos'),
('indigent', 'pos'),
('indignant', 'pos'),
('indignantly', 'pos'),
('indignation', 'pos'),
('indignity', 'pos'),
('indiscernible', 'pos'),
('indiscreet', 'pos'),
('indiscreetly', 'pos'),
('indiscretion', 'pos'),
('indiscriminate', 'pos'),
('indiscriminately', 'pos'),
('indiscriminating', 'pos'),
('indistinguishable', 'pos'),
('indoctrinate', 'pos'),
('indoctrination', 'pos'),
('indolent', 'pos'),
('indulge', 'pos'),
('ineffective', 'pos'),
('ineffectively', 'pos'),
('ineffectiveness', 'pos'),
('ineffectual', 'pos'),
('ineffectually', 'pos'),
('ineffectualness', 'pos'),
('inefficacious', 'pos'),
('inefficacy', 'pos'),
('inefficiency', 'pos'),
('inefficient', 'pos'),
('inefficiently', 'pos'),
('inelegance', 'pos'),
('inelegant', 'pos'),
('ineligible', 'pos'),
('ineloquent', 'pos'),
('ineloquently', 'pos'),
('inept', 'pos'),
('ineptitude', 'pos'),
('ineptly', 'pos'),
('inequalities', 'pos'),
('inequality', 'pos'),
('inequitable', 'pos'),
('inequitably', 'pos'),
('inequities', 'pos'),
('inescapable', 'pos'),
('inescapably', 'pos'),
('inessential', 'pos'),
('inevitable', 'pos'),
('inevitably', 'pos'),
('inexcusable', 'pos'),
('inexcusably', 'pos'),
('inexorable', 'pos'),
('inexorably', 'pos'),
('inexperience', 'pos'),
('inexperienced', 'pos'),
('inexpert', 'pos'),
('inexpertly', 'pos'),
('inexpiable', 'pos'),
('inexplainable', 'pos'),
('inextricable', 'pos'),
('inextricably', 'pos'),
('infamous', 'pos'),
('infamously', 'pos'),
('infamy', 'pos'),
('infected', 'pos'),
('infection', 'pos'),
('infections', 'pos'),
('inferior', 'pos'),
('inferiority', 'pos'),
('infernal', 'pos'),
('infest', 'pos'),
('infested', 'pos'),
('infidel', 'pos'),
('infidels', 'pos'),
('infiltrator', 'pos'),
('infiltrators', 'pos'),
('infirm', 'pos'),
('inflame', 'pos'),
('inflammation', 'pos'),
('inflammatory', 'pos'),
('inflammed', 'pos'),
('inflated', 'pos'),
('inflationary', 'pos'),
('inflexible', 'pos'),
('inflict', 'pos'),
('infraction', 'pos'),
('infringe', 'pos'),
('infringement', 'pos'),
('infringements', 'pos'),
('infuriate', 'pos'),
('infuriated', 'pos'),
('infuriating', 'pos'),
('infuriatingly', 'pos'),
('inglorious', 'pos'),
('ingrate', 'pos'),
('ingratitude', 'pos'),
('inhibit', 'pos'),
('inhibition', 'pos'),
('inhospitable', 'pos'),
('inhospitality', 'pos'),
('inhuman', 'pos'),
('inhumane', 'pos'),
('inhumanity', 'pos'),
('inimical', 'pos'),
('inimically', 'pos'),
('iniquitous', 'pos'),
('iniquity', 'pos'),
('injudicious', 'pos'),
('injure', 'pos'),
('injurious', 'pos'),
('injury', 'pos'),
('injustice', 'pos'),
('injustices', 'pos'),
('innuendo', 'pos'),
('inoperable', 'pos'),
('inopportune', 'pos'),
('inordinate', 'pos'),
('inordinately', 'pos'),
('insane', 'pos'),
('insanely', 'pos'),
('insanity', 'pos'),
('insatiable', 'pos'),
('insecure', 'pos'),
('insecurity', 'pos'),
('insensible', 'pos'),
('insensitive', 'pos'),
('insensitively', 'pos'),
('insensitivity', 'pos'),
('insidious', 'pos'),
('insidiously', 'pos'),
('insignificance', 'pos'),
('insignificant', 'pos'),
('insignificantly', 'pos'),
('insincere', 'pos'),
('insincerely', 'pos'),
('insincerity', 'pos'),
('insinuate', 'pos'),
('insinuating', 'pos'),
('insinuation', 'pos'),
('insociable', 'pos'),
('insolence', 'pos'),
('insolent', 'pos'),
('insolently', 'pos'),
('insolvent', 'pos'),
('insouciance', 'pos'),
('instability', 'pos'),
('instable', 'pos'),
('instigate', 'pos'),
('instigator', 'pos'),
('instigators', 'pos'),
('insubordinate', 'pos'),
('insubstantial', 'pos'),
('insubstantially', 'pos'),
('insufferable', 'pos'),
('insufferably', 'pos'),
('insufficiency', 'pos'),
('insufficient', 'pos'),
('insufficiently', 'pos'),
('insular', 'pos'),
('insult', 'pos'),
('insulted', 'pos'),
('insulting', 'pos'),
('insultingly', 'pos'),
('insults', 'pos'),
('insupportable', 'pos'),
('insupportably', 'pos'),
('insurmountable', 'pos'),
('insurmountably', 'pos'),
('insurrection', 'pos'),
('intefere', 'pos'),
('inteferes', 'pos'),
('intense', 'pos'),
('interfere', 'pos'),
('interference', 'pos'),
('interferes', 'pos'),
('intermittent', 'pos'),
('interrupt', 'pos'),
('interruption', 'pos'),
('interruptions', 'pos'),
('intimidate', 'pos'),
('intimidating', 'pos'),
('intimidatingly', 'pos'),
('intimidation', 'pos'),
('intolerable', 'pos'),
('intolerablely', 'pos'),
('intolerance', 'pos'),
('intoxicate', 'pos'),
('intractable', 'pos'),
('intransigence', 'pos'),
('intransigent', 'pos'),
('intrude', 'pos'),
('intrusion', 'pos'),
('intrusive', 'pos'),
('inundate', 'pos'),
('inundated', 'pos'),
('invader', 'pos'),
('invalid', 'pos'),
('invalidate', 'pos'),
('invalidity', 'pos'),
('invasive', 'pos'),
('invective', 'pos'),
('inveigle', 'pos'),
('invidious', 'pos'),
('invidiously', 'pos'),
('invidiousness', 'pos'),
('invisible', 'pos'),
('involuntarily', 'pos'),
('involuntary', 'pos'),
('irascible', 'pos'),
('irate', 'pos'),
('irately', 'pos'),
('ire', 'pos'),
('irk', 'pos'),
('irked', 'pos'),
('irking', 'pos'),
('irks', 'pos'),
('irksome', 'pos'),
('irksomely', 'pos'),
('irksomeness', 'pos'),
('irksomenesses', 'pos'),
('ironic', 'pos'),
('ironical', 'pos'),
('ironically', 'pos'),
('ironies', 'pos'),
('irony', 'pos'),
('irragularity', 'pos'),
('irrational', 'pos'),
('irrationalities', 'pos'),
('irrationality', 'pos'),
('irrationally', 'pos'),
('irrationals', 'pos'),
('irreconcilable', 'pos'),
('irrecoverable', 'pos'),
('irrecoverableness', 'pos'),
('irrecoverablenesses', 'pos'),
('irrecoverably', 'pos'),
('irredeemable', 'pos'),
('irredeemably', 'pos'),
('irreformable', 'pos'),
('irregular', 'pos'),
('irregularity', 'pos'),
('irrelevance', 'pos'),
('irrelevant', 'pos'),
('irreparable', 'pos'),
('irreplacible', 'pos'),
('irrepressible', 'pos'),
('irresolute', 'pos'),
('irresolvable', 'pos'),
('irresponsible', 'pos'),
('irresponsibly', 'pos'),
('irretating', 'pos'),
('irretrievable', 'pos'),
('irreversible', 'pos'),
('irritable', 'pos'),
('irritably', 'pos'),
('irritant', 'pos'),
('irritate', 'pos'),
('irritated', 'pos'),
('irritating', 'pos'),
('irritation', 'pos'),
('irritations', 'pos'),
('isolate', 'pos'),
('isolated', 'pos'),
('isolation', 'pos'),
('issue', 'pos'),
('issues', 'pos'),
('itch', 'pos'),
('itching', 'pos'),
('itchy', 'pos'),
('jabber', 'pos'),
('jaded', 'pos'),
('jagged', 'pos'),
('jam', 'pos'),
('jarring', 'pos'),
('jaundiced', 'pos'),
('jealous', 'pos'),
('jealously', 'pos'),
('jealousness', 'pos'),
('jealousy', 'pos'),
('jeer', 'pos'),
('jeering', 'pos'),
('jeeringly', 'pos'),
('jeers', 'pos'),
('jeopardize', 'pos'),
('jeopardy', 'pos'),
('jerk', 'pos'),
('jerky', 'pos'),
('jitter', 'pos'),
('jitters', 'pos'),
('jittery', 'pos'),
('job-killing', 'pos'),
('jobless', 'pos'),
('joke', 'pos'),
('joker', 'pos'),
('jolt', 'pos'),
('judder', 'pos'),
('juddering', 'pos'),
('judders', 'pos'),
('jumpy', 'pos'),
('junk', 'pos'),
('junky', 'pos'),
('junkyard', 'pos'),
('jutter', 'pos'),
('jutters', 'pos'),
('kaput', 'pos'),
('kill', 'pos'),
('killed', 'pos'),
('killer', 'pos'),
('killing', 'pos'),
('killjoy', 'pos'),
('kills', 'pos'),
('knave', 'pos'),
('knife', 'pos'),
('knock', 'pos'),
('knotted', 'pos'),
('kook', 'pos'),
('kooky', 'pos'),
('lack', 'pos'),
('lackadaisical', 'pos'),
('lacked', 'pos'),
('lackey', 'pos'),
('lackeys', 'pos'),
('lacking', 'pos'),
('lackluster', 'pos'),
('lacks', 'pos'),
('laconic', 'pos'),
('lag', 'pos'),
('lagged', 'pos'),
('lagging', 'pos'),
('laggy', 'pos'),
('lags', 'pos'),
('laid-off', 'pos'),
('lambast', 'pos'),
('lambaste', 'pos'),
('lame', 'pos'),
('lame-duck', 'pos'),
('lament', 'pos'),
('lamentable', 'pos'),
('lamentably', 'pos'),
('languid', 'pos'),
('languish', 'pos'),
('languor', 'pos'),
('languorous', 'pos'),
('languorously', 'pos'),
('lanky', 'pos'),
('lapse', 'pos'),
('lapsed', 'pos'),
('lapses', 'pos'),
('lascivious', 'pos'),
('last-ditch', 'pos'),
('latency', 'pos'),
('laughable', 'pos'),
('laughably', 'pos'),
('laughingstock', 'pos'),
('lawbreaker', 'pos'),
('lawbreaking', 'pos'),
('lawless', 'pos'),
('lawlessness', 'pos'),
('layoff', 'pos'),
('layoff-happy', 'pos'),
('lazy', 'pos'),
('leak', 'pos'),
('leakage', 'pos'),
('leakages', 'pos'),
('leaking', 'pos'),
('leaks', 'pos'),
('leaky', 'pos'),
('lech', 'pos'),
('lecher', 'pos'),
('lecherous', 'pos'),
('lechery', 'pos'),
('leech', 'pos'),
('leer', 'pos'),
('leery', 'pos'),
('left-leaning', 'pos'),
('lemon', 'pos'),
('lengthy', 'pos'),
('less-developed', 'pos'),
('lesser-known', 'pos'),
('letch', 'pos'),
('lethal', 'pos'),
('lethargic', 'pos'),
('lethargy', 'pos'),
('lewd', 'pos'),
('lewdly', 'pos'),
('lewdness', 'pos'),
('liability', 'pos'),
('liable', 'pos'),
('liar', 'pos'),
('liars', 'pos'),
('licentious', 'pos'),
('licentiously', 'pos'),
('licentiousness', 'pos'),
('lie', 'pos'),
('lied', 'pos'),
('lier', 'pos'),
('lies', 'pos'),
('life-threatening', 'pos'),
('lifeless', 'pos'),
('limit', 'pos'),
('limitation', 'pos'),
('limitations', 'pos'),
('limited', 'pos'),
('limits', 'pos'),
('limp', 'pos'),
('listless', 'pos'),
('litigious', 'pos'),
('little-known', 'pos'),
('livid', 'pos'),
('lividly', 'pos'),
('loath', 'pos'),
('loathe', 'pos'),
('loathing', 'pos'),
('loathly', 'pos'),
('loathsome', 'pos'),
('loathsomely', 'pos'),
('lone', 'pos'),
('loneliness', 'pos'),
('lonely', 'pos'),
('loner', 'pos'),
('lonesome', 'pos'),
('long-time', 'pos'),
('long-winded', 'pos'),
('longing', 'pos'),
('longingly', 'pos'),
('loophole', 'pos'),
('loopholes', 'pos'),
('loose', 'pos'),
('loot', 'pos'),
('lorn', 'pos'),
('lose', 'pos'),
('loser', 'pos'),
('losers', 'pos'),
('loses', 'pos'),
('losing', 'pos'),
('loss', 'pos'),
('losses', 'pos'),
('lost', 'pos'),
('loud', 'pos'),
('louder', 'pos'),
('lousy', 'pos'),
('loveless', 'pos'),
('lovelorn', 'pos'),
('low-rated', 'pos'),
('lowly', 'pos'),
('ludicrous', 'pos'),
('ludicrously', 'pos'),
('lugubrious', 'pos'),
('lukewarm', 'pos'),
('lull', 'pos'),
('lumpy', 'pos'),
('lunatic', 'pos'),
('lunaticism', 'pos'),
('lurch', 'pos'),
('lure', 'pos'),
('lurid', 'pos'),
('lurk', 'pos'),
('lurking', 'pos'),
('lying', 'pos'),
('macabre', 'pos'),
('mad', 'pos'),
('madden', 'pos'),
('maddening', 'pos'),
('maddeningly', 'pos'),
('madder', 'pos'),
('madly', 'pos'),
('madman', 'pos'),
('madness', 'pos'),
('maladjusted', 'pos'),
('maladjustment', 'pos'),
('malady', 'pos'),
('malaise', 'pos'),
('malcontent', 'pos'),
('malcontented', 'pos'),
('maledict', 'pos'),
('malevolence', 'pos'),
('malevolent', 'pos'),
('malevolently', 'pos'),
('malice', 'pos'),
('malicious', 'pos'),
('maliciously', 'pos'),
('maliciousness', 'pos'),
('malign', 'pos'),
('malignant', 'pos'),
('malodorous', 'pos'),
('maltreatment', 'pos'),
('mangle', 'pos'),
('mangled', 'pos'),
('mangles', 'pos'),
('mangling', 'pos'),
('mania', 'pos'),
('maniac', 'pos'),
('maniacal', 'pos'),
('manic', 'pos'),
('manipulate', 'pos'),
('manipulation', 'pos'),
('manipulative', 'pos'),
('manipulators', 'pos'),
('mar', 'pos'),
('marginal', 'pos'),
('marginally', 'pos'),
('martyrdom', 'pos'),
('martyrdom-seeking', 'pos'),
('mashed', 'pos'),
('massacre', 'pos'),
('massacres', 'pos'),
('matte', 'pos'),
('mawkish', 'pos'),
('mawkishly', 'pos'),
('mawkishness', 'pos'),
('meager', 'pos'),
('meaningless', 'pos'),
('meanness', 'pos'),
('measly', 'pos'),
('meddle', 'pos'),
('meddlesome', 'pos'),
('mediocre', 'pos'),
('mediocrity', 'pos'),
('melancholy', 'pos'),
('melodramatic', 'pos'),
('melodramatically', 'pos'),
('meltdown', 'pos'),
('menace', 'pos'),
('menacing', 'pos'),
('menacingly', 'pos'),
('mendacious', 'pos'),
('mendacity', 'pos'),
('menial', 'pos'),
('merciless', 'pos'),
('mercilessly', 'pos'),
('mess', 'pos'),
('messed', 'pos'),
('messes', 'pos'),
('messing', 'pos'),
('messy', 'pos'),
('midget', 'pos'),
('miff', 'pos'),
('militancy', 'pos'),
('mindless', 'pos'),
('mindlessly', 'pos'),
('mirage', 'pos'),
('mire', 'pos'),
('misalign', 'pos'),
('misaligned', 'pos'),
('misaligns', 'pos'),
('misapprehend', 'pos'),
('misbecome', 'pos'),
('misbecoming', 'pos'),
('misbegotten', 'pos'),
('misbehave', 'pos'),
('misbehavior', 'pos'),
('miscalculate', 'pos'),
('miscalculation', 'pos'),
('miscellaneous', 'pos'),
('mischief', 'pos'),
('mischievous', 'pos'),
('mischievously', 'pos'),
('misconception', 'pos'),
('misconceptions', 'pos'),
('miscreant', 'pos'),
('miscreants', 'pos'),
('misdirection', 'pos'),
('miser', 'pos'),
('miserable', 'pos'),
('miserableness', 'pos'),
('miserably', 'pos'),
('miseries', 'pos'),
('miserly', 'pos'),
('misery', 'pos'),
('misfit', 'pos'),
('misfortune', 'pos'),
('misgiving', 'pos'),
('misgivings', 'pos'),
('misguidance', 'pos'),
('misguide', 'pos'),
('misguided', 'pos'),
('mishandle', 'pos'),
('mishap', 'pos'),
('misinform', 'pos'),
('misinformed', 'pos'),
('misinterpret', 'pos'),
('misjudge', 'pos'),
('misjudgment', 'pos'),
('mislead', 'pos'),
('misleading', 'pos'),
('misleadingly', 'pos'),
('mislike', 'pos'),
('mismanage', 'pos'),
('mispronounce', 'pos'),
('mispronounced', 'pos'),
('mispronounces', 'pos'),
('misread', 'pos'),
('misreading', 'pos'),
('misrepresent', 'pos'),
('misrepresentation', 'pos'),
('miss', 'pos'),
('missed', 'pos'),
('misses', 'pos'),
('misstatement', 'pos'),
('mist', 'pos'),
('mistake', 'pos'),
('mistaken', 'pos'),
('mistakenly', 'pos'),
('mistakes', 'pos'),
('mistified', 'pos'),
('mistress', 'pos'),
('mistrust', 'pos'),
('mistrustful', 'pos'),
('mistrustfully', 'pos'),
('mists', 'pos'),
('misunderstand', 'pos'),
('misunderstanding', 'pos'),
('misunderstandings', 'pos'),
('misunderstood', 'pos'),
('misuse', 'pos'),
('moan', 'pos'),
('mobster', 'pos'),
('mock', 'pos'),
('mocked', 'pos'),
('mockeries', 'pos'),
('mockery', 'pos'),
('mocking', 'pos'),
('mockingly', 'pos'),
('mocks', 'pos'),
('molest', 'pos'),
('molestation', 'pos'),
('monotonous', 'pos'),
('monotony', 'pos'),
('monster', 'pos'),
('monstrosities', 'pos'),
('monstrosity', 'pos'),
('monstrous', 'pos'),
('monstrously', 'pos'),
('moody', 'pos'),
('moot', 'pos'),
('mope', 'pos'),
('morbid', 'pos'),
('morbidly', 'pos'),
('mordant', 'pos'),
('mordantly', 'pos'),
('moribund', 'pos'),
('moron', 'pos'),
('moronic', 'pos'),
('morons', 'pos'),
('mortification', 'pos'),
('mortified', 'pos'),
('mortify', 'pos'),
('mortifying', 'pos'),
('motionless', 'pos'),
('motley', 'pos'),
('mourn', 'pos'),
('mourner', 'pos'),
('mournful', 'pos'),
('mournfully', 'pos'),
('muddle', 'pos'),
('muddy', 'pos'),
('mudslinger', 'pos'),
('mudslinging', 'pos'),
('mulish', 'pos'),
('multi-polarization', 'pos'),
('mundane', 'pos'),
('murder', 'pos'),
('murderer', 'pos'),
('murderous', 'pos'),
('murderously', 'pos'),
('murky', 'pos'),
('muscle-flexing', 'pos'),
('mushy', 'pos'),
('musty', 'pos'),
('mysterious', 'pos'),
('mysteriously', 'pos'),
('mystery', 'pos'),
('mystify', 'pos'),
('myth', 'pos'),
('nag', 'pos'),
('nagging', 'pos'),
('naive', 'pos'),
('naively', 'pos'),
('narrower', 'pos'),
('nastily', 'pos'),
('nastiness', 'pos'),
('nasty', 'pos'),
('naughty', 'pos'),
('nauseate', 'pos'),
('nauseates', 'pos'),
('nauseating', 'pos'),
('nauseatingly', 'pos'),
('naive', 'pos'),
('nebulous', 'pos'),
('nebulously', 'pos'),
('needless', 'pos'),
('needlessly', 'pos'),
('needy', 'pos'),
('nefarious', 'pos'),
('nefariously', 'pos'),
('negate', 'pos'),
('negation', 'pos'),
('negative', 'pos'),
('negatives', 'pos'),
('negativity', 'pos'),
('neglect', 'pos'),
('neglected', 'pos'),
('negligence', 'pos'),
('negligent', 'pos'),
('nemesis', 'pos'),
('nepotism', 'pos'),
('nervous', 'pos'),
('nervously', 'pos'),
('nervousness', 'pos'),
('nettle', 'pos'),
('nettlesome', 'pos'),
('neurotic', 'pos'),
('neurotically', 'pos'),
('niggle', 'pos'),
('niggles', 'pos'),
('nightmare', 'pos'),
('nightmarish', 'pos'),
('nightmarishly', 'pos'),
('nitpick', 'pos'),
('nitpicking', 'pos'),
('noise', 'pos'),
('noises', 'pos'),
('noisier', 'pos'),
('noisy', 'pos'),
('non-confidence', 'pos'),
('nonexistent', 'pos'),
('nonresponsive', 'pos'),
('nonsense', 'pos'),
('nosey', 'pos'),
('notoriety', 'pos'),
('notorious', 'pos'),
('notoriously', 'pos'),
('noxious', 'pos'),
('nuisance', 'pos'),
('numb', 'pos'),
('obese', 'pos'),
('object', 'pos'),
('objection', 'pos'),
('objectionable', 'pos'),
('objections', 'pos'),
('oblique', 'pos'),
('obliterate', 'pos'),
('obliterated', 'pos'),
('oblivious', 'pos'),
('obnoxious', 'pos'),
('obnoxiously', 'pos'),
('obscene', 'pos'),
('obscenely', 'pos'),
('obscenity', 'pos'),
('obscure', 'pos'),
('obscured', 'pos'),
('obscures', 'pos'),
('obscurity', 'pos'),
('obsess', 'pos'),
('obsessive', 'pos'),
('obsessively', 'pos'),
('obsessiveness', 'pos'),
('obsolete', 'pos'),
('obstacle', 'pos'),
('obstinate', 'pos'),
('obstinately', 'pos'),
('obstruct', 'pos'),
('obstructed', 'pos'),
('obstructing', 'pos'),
('obstruction', 'pos'),
('obstructs', 'pos'),
('obtrusive', 'pos'),
('obtuse', 'pos'),
('occlude', 'pos'),
('occluded', 'pos'),
('occludes', 'pos'),
('occluding', 'pos'),
('odd', 'pos'),
('odder', 'pos'),
('oddest', 'pos'),
('oddities', 'pos'),
('oddity', 'pos'),
('oddly', 'pos'),
('odor', 'pos'),
('offence', 'pos'),
('offend', 'pos'),
('offender', 'pos'),
('offending', 'pos'),
('offenses', 'pos'),
('offensive', 'pos'),
('offensively', 'pos'),
('offensiveness', 'pos'),
('officious', 'pos'),
('ominous', 'pos'),
('ominously', 'pos'),
('omission', 'pos'),
('omit', 'pos'),
('one-sided', 'pos'),
('onerous', 'pos'),
('onerously', 'pos'),
('onslaught', 'pos'),
('opinionated', 'pos'),
('opponent', 'pos'),
('opportunistic', 'pos'),
('oppose', 'pos'),
('opposition', 'pos'),
('oppositions', 'pos'),
('oppress', 'pos'),
('oppression', 'pos'),
('oppressive', 'pos'),
('oppressively', 'pos'),
('oppressiveness', 'pos'),
('oppressors', 'pos'),
('ordeal', 'pos'),
('orphan', 'pos'),
('ostracize', 'pos'),
('outbreak', 'pos'),
('outburst', 'pos'),
('outbursts', 'pos'),
('outcast', 'pos'),
('outcry', 'pos'),
('outlaw', 'pos'),
('outmoded', 'pos'),
('outrage', 'pos'),
('outraged', 'pos'),
('outrageous', 'pos'),
('outrageously', 'pos'),
('outrageousness', 'pos'),
('outrages', 'pos'),
('outsider', 'pos'),
('over-acted', 'pos'),
('over-awe', 'pos'),
('over-balanced', 'pos'),
('over-hyped', 'pos'),
('over-priced', 'pos'),
('over-valuation', 'pos'),
('overact', 'pos'),
('overacted', 'pos'),
('overawe', 'pos'),
('overbalance', 'pos'),
('overbalanced', 'pos'),
('overbearing', 'pos'),
('overbearingly', 'pos'),
('overblown', 'pos'),
('overdo', 'pos'),
('overdone', 'pos'),
('overdue', 'pos'),
('overemphasize', 'pos'),
('overheat', 'pos'),
('overkill', 'pos'),
('overloaded', 'pos'),
('overlook', 'pos'),
('overpaid', 'pos'),
('overpayed', 'pos'),
('overplay', 'pos'),
('overpower', 'pos'),
('overpriced', 'pos'),
('overrated', 'pos'),
('overreach', 'pos'),
('overrun', 'pos'),
('overshadow', 'pos'),
('oversight', 'pos'),
('oversights', 'pos'),
('oversimplification', 'pos'),
('oversimplified', 'pos'),
('oversimplify', 'pos'),
('oversize', 'pos'),
('overstate', 'pos'),
('overstated', 'pos'),
('overstatement', 'pos'),
('overstatements', 'pos'),
('overstates', 'pos'),
('overtaxed', 'pos'),
('overthrow', 'pos'),
('overthrows', 'pos'),
('overturn', 'pos'),
('overweight', 'pos'),
('overwhelm', 'pos'),
('overwhelmed', 'pos'),
('overwhelming', 'pos'),
('overwhelmingly', 'pos'),
('overwhelms', 'pos'),
('overzealous', 'pos'),
('overzealously', 'pos'),
('overzelous', 'pos'),
('pain', 'pos'),
('painful', 'pos'),
('painfull', 'pos'),
('painfully', 'pos'),
('pains', 'pos'),
('pale', 'pos'),
('pales', 'pos'),
('paltry', 'pos'),
('pan', 'pos'),
('pandemonium', 'pos'),
('pander', 'pos'),
('pandering', 'pos'),
('panders', 'pos'),
('panic', 'pos'),
('panick', 'pos'),
('panicked', 'pos'),
('panicking', 'pos'),
('panicky', 'pos'),
('paradoxical', 'pos'),
('paradoxically', 'pos'),
('paralize', 'pos'),
('paralyzed', 'pos'),
('paranoia', 'pos'),
('paranoid', 'pos'),
('parasite', 'pos'),
('pariah', 'pos'),
('parody', 'pos'),
('partiality', 'pos'),
('partisan', 'pos'),
('partisans', 'pos'),
('passe', 'pos'),
('passive', 'pos'),
('passiveness', 'pos'),
('pathetic', 'pos'),
('pathetically', 'pos'),
('patronize', 'pos'),
('paucity', 'pos'),
('pauper', 'pos'),
('paupers', 'pos'),
('payback', 'pos'),
('peculiar', 'pos'),
('peculiarly', 'pos'),
('pedantic', 'pos'),
('peeled', 'pos'),
('peeve', 'pos'),
('peeved', 'pos'),
('peevish', 'pos'),
('peevishly', 'pos'),
('penalize', 'pos'),
('penalty', 'pos'),
('perfidious', 'pos'),
('perfidity', 'pos'),
('perfunctory', 'pos'),
('peril', 'pos'),
('perilous', 'pos'),
('perilously', 'pos'),
('perish', 'pos'),
('pernicious', 'pos'),
('perplex', 'pos'),
('perplexed', 'pos'),
('perplexing', 'pos'),
('perplexity', 'pos'),
('persecute', 'pos'),
('persecution', 'pos'),
('pertinacious', 'pos'),
('pertinaciously', 'pos'),
('pertinacity', 'pos'),
('perturb', 'pos'),
('perturbed', 'pos'),
('pervasive', 'pos'),
('perverse', 'pos'),
('perversely', 'pos'),
('perversion', 'pos'),
('perversity', 'pos'),
('pervert', 'pos'),
('perverted', 'pos'),
('perverts', 'pos'),
('pessimism', 'pos'),
('pessimistic', 'pos'),
('pessimistically', 'pos'),
('pest', 'pos'),
('pestilent', 'pos'),
('petrified', 'pos'),
('petrify', 'pos'),
('pettifog', 'pos'),
('petty', 'pos'),
('phobia', 'pos'),
('phobic', 'pos'),
('phony', 'pos'),
('picket', 'pos'),
('picketed', 'pos'),
('picketing', 'pos'),
('pickets', 'pos'),
('picky', 'pos'),
('pig', 'pos'),
('pigs', 'pos'),
('pillage', 'pos'),
('pillory', 'pos'),
('pimple', 'pos'),
('pinch', 'pos'),
('pique', 'pos'),
('pitiable', 'pos'),
('pitiful', 'pos'),
('pitifully', 'pos'),
('pitiless', 'pos'),
('pitilessly', 'pos'),
('pittance', 'pos'),
('pity', 'pos'),
('plagiarize', 'pos'),
('plague', 'pos'),
('plasticky', 'pos'),
('plaything', 'pos'),
('plea', 'pos'),
('pleas', 'pos'),
('plebeian', 'pos'),
('plight', 'pos'),
('plot', 'pos'),
('plotters', 'pos'),
('ploy', 'pos'),
('plunder', 'pos'),
('plunderer', 'pos'),
('pointless', 'pos'),
('pointlessly', 'pos'),
('poison', 'pos'),
('poisonous', 'pos'),
('poisonously', 'pos'),
('pokey', 'pos'),
('poky', 'pos'),
('polarisation', 'pos'),
('polemize', 'pos'),
('pollute', 'pos'),
('polluter', 'pos'),
('polluters', 'pos'),
('polution', 'pos'),
('pompous', 'pos'),
('poor', 'pos'),
('poorer', 'pos'),
('poorest', 'pos'),
('poorly', 'pos'),
('posturing', 'pos'),
('pout', 'pos'),
('poverty', 'pos'),
('powerless', 'pos'),
('prate', 'pos'),
('pratfall', 'pos'),
('prattle', 'pos'),
('precarious', 'pos'),
('precariously', 'pos'),
('precipitate', 'pos'),
('precipitous', 'pos'),
('predatory', 'pos'),
('predicament', 'pos'),
('prejudge', 'pos'),
('prejudice', 'pos'),
('prejudices', 'pos'),
('prejudicial', 'pos'),
('premeditated', 'pos'),
('preoccupy', 'pos'),
('preposterous', 'pos'),
('preposterously', 'pos'),
('presumptuous', 'pos'),
('presumptuously', 'pos'),
('pretence', 'pos'),
('pretend', 'pos'),
('pretense', 'pos'),
('pretentious', 'pos'),
('pretentiously', 'pos'),
('prevaricate', 'pos'),
('pricey', 'pos'),
('pricier', 'pos'),
('prick', 'pos'),
